Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
State,California,2020-2030,4,43-5071,"Shipping, Receiving, and Traffic Clerks",85900,90000,4100,4.8,32120,51680,87900,18.92,39356.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",8200,10500,2300,28.0,3520,5280,11100,18.93,39387.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,3,43-6000,Secretaries and Administrative Assistants,354800,350900,-3900,-1.1,179530,197030,372660,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,43-6011,Executive Secretaries and Executive Administrative Assistants,58700,50400,-8300,-14.1,27750,30450,49900,37.53,78066.0,High school diploma or equivalent,<5 years,No Training
State,California,2020-2030,4,43-6012,Legal Secretaries,21500,17400,-4100,-19.1,9900,10870,16670,30.52,63473.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,43-6013,Medical Secretaries,94000,106900,12900,13.7,51100,56080,120080,23.09,48026.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",180600,176300,-4300,-2.4,90780,99630,186110,23.48,48838.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,3,43-9000,Other Office and Administrative Support Workers,368400,371200,2800,0.8,191130,223070,417000,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,43-9021,Data Entry Keyers,15900,13400,-2500,-15.7,6510,9270,13280,18.74,38981.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-9022,Word Processors and Typists,10200,6600,-3600,-35.3,5030,4540,5970,23.72,49338.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-9041,Insurance Claims and Policy Processing Clerks,23900,24400,500,2.1,8520,14170,23190,23.92,49754.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",4600,4500,-100,-2.2,2320,2870,5090,18.31,38086.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-9061,"Office Clerks, General",276600,282100,5500,2.0,152450,165670,323620,19.38,40324.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-9071,"Office Machine Operators, Except Computer",2600,2300,-300,-11.5,1270,1470,2440,18.78,39054.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,43-9199,"Office and Administrative Support Workers, All Other",33100,36300,3200,9.7,14340,24020,41560,23.36,48589.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,2,45-0000,"Farming, Fishing, and Forestry Occupations",350400,365600,15200,4.3,150400,406530,572130,15.0,31200.0,No information available,<5 years,No Training
State,California,2020-2030,3,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",16800,18100,1300,7.7,6430,18200,25930,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",16800,18100,1300,7.7,6430,18200,25930,23.79,49487.0,High school diploma or equivalent,<5 years,No Training
State,California,2020-2030,3,45-2000,Agricultural Workers,326200,340000,13800,4.2,140890,380160,534850,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,45-2011,Agricultural Inspectors,2200,2300,100,4.5,1010,2590,3700,23.84,49580.0,Bachelor's degree,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,45-2041,"Graders and Sorters, Agricultural Products",8100,8300,200,2.5,3230,8870,12300,15.0,31200.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,45-2091,Agricultural Equipment Operators,14000,15300,1300,9.3,6190,16710,24200,17.79,37002.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280000,291900,11900,4.3,121140,326850,459890,15.0,31200.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",18800,18900,100,0.5,7980,21530,29610,17.31,36011.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,45-2099,"Agricultural Workers, All Other",2500,2700,200,8.0,1090,2940,4230,18.87,39241.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,3,45-4000,"Forest, Conservation, and Logging Workers",6800,7000,200,2.9,2800,7680,10680,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,45-4011,Forest and Conservation Workers,3400,3300,-100,-2.9,1510,3630,5040,15.0,31200.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,45-4022,Logging Equipment Operators,1900,2100,200,10.5,740,2330,3270,27.93,58103.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,2,47-0000,Construction and Extraction Occupations,782000,885600,103600,13.2,243360,554520,901480,30.0,62385.0,No information available,<5 years,No Training
State,California,2020-2030,3,47-1000,Supervisors of Construction and Extraction Workers,74100,84100,10000,13.5,22370,51210,83580,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,74100,84100,10000,13.5,22370,51210,83580,40.04,83279.0,High school diploma or equivalent,≥5 years,No Training
State,California,2020-2030,3,47-2000,Construction Trades Workers,641300,730000,88700,13.8,196890,449420,735010,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,47-2021,Brickmasons and Blockmasons,3600,3700,100,2.8,1170,2250,3520,31.52,65573.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2022,Stonemasons,1500,1700,200,13.3,520,1000,1720,29.5,61363.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2031,Carpenters,133200,146800,13600,10.2,40840,87320,141760,30.18,62787.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2041,Carpet Installers,5600,5600,0,0.0,1480,3250,4730,23.77,49456.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",5900,7100,1200,20.3,1710,3770,6680,29.65,61673.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2044,Tile and Marble Setters,11400,13600,2200,19.3,3300,7260,12760,28.64,59568.0,No formal educational credential,≥5 years,Long-term on-the-job training
State,California,2020-2030,4,47-2051,Cement Masons and Concrete Finishers,23300,24900,1600,6.9,5820,15840,23260,28.76,59805.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2061,Construction Laborers,133600,155900,22300,16.7,42790,97760,162850,23.56,49002.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",3700,4200,500,13.5,1300,2850,4650,33.51,69700.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2072,Pile-Driver Operators,1300,1400,100,7.7,440,960,1500,47.26,98293.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2073,Operating Engineers and Other Construction Equipment Operators,28700,31900,3200,11.1,9910,21720,34830,37.89,78811.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2081,Drywall and Ceiling Tile Installers,35300,39800,4500,12.7,9330,21220,35050,30.27,62963.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2082,Tapers,5900,6400,500,8.5,1530,3470,5500,30.11,62622.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2111,Electricians,70300,83100,12800,18.2,22270,56340,91410,35.29,73405.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2121,Glaziers,6400,7300,900,14.1,1830,5260,7990,28.09,58412.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",2000,2300,300,15.0,520,1480,2300,23.8,49518.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-2141,"Painters, Construction and Maintenance",56900,64300,7400,13.0,18320,33600,59320,23.94,49796.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2151,Pipelayers,2400,2500,100,4.2,710,1760,2570,28.88,60063.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-2152,"Plumbers, Pipefitters, and Steamfitters",44000,49900,5900,13.4,13700,33790,53390,30.96,64376.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2161,Plasterers and Stucco Masons,11300,12900,1600,14.2,3450,6360,11410,27.9,58041.0,No formal educational credential,≥5 years,Long-term on-the-job training
State,California,2020-2030,4,47-2171,Reinforcing Iron and Rebar Workers,2800,3200,400,14.3,960,1860,3220,31.1,64675.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2181,Roofers,21500,24400,2900,13.5,5670,16020,24590,30.27,62963.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-2211,Sheet Metal Workers,12900,14200,1300,10.1,3680,8770,13750,31.51,65552.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2221,Structural Iron and Steel Workers,7700,8700,1000,13.0,2120,6300,9420,36.82,76572.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-2231,Solar Photovoltaic Installers,6100,9900,3800,62.3,2550,6620,12970,23.86,49621.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,3,47-3000,"Helpers, Construction Trades",19800,22100,2300,11.6,6160,18320,26780,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3400,3600,200,5.9,1030,3070,4300,22.37,46525.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-3012,Helpers--Carpenters,3200,3400,200,6.3,980,2900,4080,20.9,43481.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-3013,Helpers--Electricians,2900,3200,300,10.3,910,2690,3900,19.22,39994.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2700,3100,400,14.8,850,2540,3790,18.41,38281.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3000,3500,500,16.7,960,2840,4300,20.98,43636.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
State,California,2020-2030,4,47-3019,"Helpers, Construction Trades, All Other",3600,4100,500,13.9,1130,3360,4990,18.79,39076.0,No formal educational credential,≥5 years,Short-term on-the-job training
State,California,2020-2030,3,47-4000,Other Construction and Related Workers,37100,40500,3400,9.2,15460,27110,45970,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
State,California,2020-2030,4,47-4011,Construction and Building Inspectors,11600,11900,300,2.6,6380,7080,13760,40.38,83981.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-4021,Elevator Installers and Repairers,2000,2300,300,15.0,490,1490,2280,56.82,118197.0,High school diploma or equivalent,≥5 years,Apprenticeship
State,California,2020-2030,4,47-4031,Fence Erectors,3600,3900,300,8.3,890,2820,4010,19.46,40479.0,No formal educational credential,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-4041,Hazardous Materials Removal Workers,6800,7900,1100,16.2,2780,6000,9880,24.07,50075.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-4051,Highway Maintenance Workers,7800,8400,600,7.7,3180,5090,8870,24.05,50023.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2030,4,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2700,3300,600,22.2,950,2480,4030,23.39,48661.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
